"","day","date","daily","line","type","number"
"11466","Saturday",2010-01-16,1490.5,"banner","Alightings",NA
"11467","Sunday",2010-01-17,888.5,"banner","Alightings",NA
"11468","Monday",2010-01-18,999.5,"banner","Alightings",NA
"11469","Tuesday",2010-01-19,1035,"banner","Alightings",NA
"11470","Wednesday",2010-01-20,1395.5,"banner","Alightings",NA
"11471","Thursday",2010-01-21,1305,"banner","Alightings",NA
"11472","Friday",2010-01-22,1394.5,"banner","Alightings",NA
"11473","Saturday",2010-01-23,1206,"banner","Alightings",NA
"11474","Sunday",2010-01-24,713,"banner","Alightings",NA
"11475","Monday",2010-01-25,1295,"banner","Alightings",NA
"11476","Tuesday",2010-01-26,1429.5,"banner","Alightings",NA
"11477","Wednesday",2010-01-27,1288.5,"banner","Alightings",NA
"11478","Thursday",2010-01-28,1239,"banner","Alightings",NA
"11479","Friday",2010-01-29,1332,"banner","Alightings",NA
"11480","Saturday",2010-01-30,581.5,"banner","Alightings",NA
"11481","Sunday",2010-01-31,683.5,"banner","Alightings",NA
"11482","Monday",2010-02-01,1395.5,"banner","Alightings",NA
"11483","Tuesday",2010-02-02,1436.5,"banner","Alightings",NA
"11484","Wednesday",2010-02-03,1368,"banner","Alightings",NA
"11485","Thursday",2010-02-04,1339.5,"banner","Alightings",NA
"11486","Friday",2010-02-05,1217.5,"banner","Alightings",NA
"11487","Saturday",2010-02-06,0,"banner","Alightings",NA
"11488","Sunday",2010-02-07,0,"banner","Alightings",NA
"11489","Monday",2010-02-08,284,"banner","Alightings",NA
"11490","Tuesday",2010-02-09,849.5,"banner","Alightings",NA
"11491","Wednesday",2010-02-10,0,"banner","Alightings",NA
"11492","Thursday",2010-02-11,0,"banner","Alightings",NA
"11493","Friday",2010-02-12,671,"banner","Alightings",NA
"11494","Saturday",2010-02-13,700.5,"banner","Alightings",NA
"11495","Sunday",2010-02-14,543.5,"banner","Alightings",NA
"11496","Monday",2010-02-15,751.5,"banner","Alightings",NA
"11497","Tuesday",2010-02-16,791,"banner","Alightings",NA
"11498","Wednesday",2010-02-17,993.5,"banner","Alightings",NA
"11499","Thursday",2010-02-18,1126,"banner","Alightings",NA
"11500","Friday",2010-02-19,1642,"banner","Alightings",NA
"11501","Saturday",2010-02-20,893.5,"banner","Alightings",NA
"11502","Sunday",2010-02-21,739,"banner","Alightings",NA
"11503","Monday",2010-02-22,997.5,"banner","Alightings",NA
"11504","Tuesday",2010-02-23,998,"banner","Alightings",NA
"11505","Wednesday",2010-02-24,1219,"banner","Alightings",NA
"11506","Thursday",2010-02-25,1429.5,"banner","Alightings",NA
"11507","Friday",2010-02-26,1328.5,"banner","Alightings",NA
"11508","Saturday",2010-02-27,1252.5,"banner","Alightings",NA
"11509","Sunday",2010-02-28,955.5,"banner","Alightings",NA
"11510","Monday",2010-03-01,1511,"banner","Alightings",NA
"11511","Tuesday",2010-03-02,1498.5,"banner","Alightings",NA
"11512","Wednesday",2010-03-03,1464.5,"banner","Alightings",NA
"11513","Thursday",2010-03-04,1697.5,"banner","Alightings",NA
"11514","Friday",2010-03-05,1905.5,"banner","Alightings",NA
"11515","Saturday",2010-03-06,1369,"banner","Alightings",NA
"11516","Sunday",2010-03-07,1114.5,"banner","Alightings",NA
"11517","Monday",2010-03-08,1516,"banner","Alightings",NA
"11518","Tuesday",2010-03-09,1727.5,"banner","Alightings",NA
"11519","Wednesday",2010-03-10,1672,"banner","Alightings",NA
"11520","Thursday",2010-03-11,1711.5,"banner","Alightings",NA
"11521","Friday",2010-03-12,1644,"banner","Alightings",NA
"11522","Saturday",2010-03-13,952.5,"banner","Alightings",NA
"11523","Sunday",2010-03-14,716.5,"banner","Alightings",NA
"11524","Monday",2010-03-15,1588,"banner","Alightings",NA
"11525","Tuesday",2010-03-16,1601,"banner","Alightings",NA
"11526","Wednesday",2010-03-17,1710.5,"banner","Alightings",NA
"11527","Thursday",2010-03-18,1949,"banner","Alightings",NA
"11528","Friday",2010-03-19,2204.5,"banner","Alightings",NA
"11529","Saturday",2010-03-20,1945.5,"banner","Alightings",NA
"11530","Sunday",2010-03-21,1634,"banner","Alightings",NA
"11531","Monday",2010-03-22,1413,"banner","Alightings",NA
"11532","Tuesday",2010-03-23,1458,"banner","Alightings",NA
"11533","Wednesday",2010-03-24,1350,"banner","Alightings",NA
"11534","Thursday",2010-03-25,1448,"banner","Alightings",NA
"11535","Friday",2010-03-26,1710.5,"banner","Alightings",NA
"11536","Saturday",2010-03-27,1561,"banner","Alightings",NA
"11537","Sunday",2010-03-28,1086.5,"banner","Alightings",NA
"11538","Monday",2010-03-29,1790.5,"banner","Alightings",NA
"11539","Tuesday",2010-03-30,1474,"banner","Alightings",NA
"11540","Wednesday",2010-03-31,1719,"banner","Alightings",NA
"11541","Thursday",2010-04-01,1939.5,"banner","Alightings",NA
"11542","Friday",2010-04-02,2029,"banner","Alightings",NA
"11543","Saturday",2010-04-03,1836,"banner","Alightings",NA
"11544","Sunday",2010-04-04,1053,"banner","Alightings",NA
"11545","Monday",2010-04-05,1875.5,"banner","Alightings",NA
"11546","Tuesday",2010-04-06,1776,"banner","Alightings",NA
"11547","Wednesday",2010-04-07,1498.5,"banner","Alightings",NA
"11548","Thursday",2010-04-08,1764,"banner","Alightings",NA
"11549","Friday",2010-04-09,2399,"banner","Alightings",NA
"11550","Saturday",2010-04-10,1801,"banner","Alightings",NA
"11551","Sunday",2010-04-11,1231.5,"banner","Alightings",NA
"11552","Monday",2010-04-12,1711.5,"banner","Alightings",NA
"11553","Tuesday",2010-04-13,1643,"banner","Alightings",NA
"11554","Wednesday",2010-04-14,1933,"banner","Alightings",NA
"11555","Thursday",2010-04-15,1793.5,"banner","Alightings",NA
"11556","Friday",2010-04-16,2191,"banner","Alightings",NA
"11557","Saturday",2010-04-17,1886,"banner","Alightings",NA
"11558","Sunday",2010-04-18,1150.5,"banner","Alightings",NA
"11559","Monday",2010-04-19,1818.5,"banner","Alightings",NA
"11560","Tuesday",2010-04-20,1797,"banner","Alightings",NA
"11561","Wednesday",2010-04-21,1661.5,"banner","Alightings",NA
"11562","Thursday",2010-04-22,1879,"banner","Alightings",NA
"11563","Friday",2010-04-23,2132,"banner","Alightings",NA
"11564","Saturday",2010-04-24,1613,"banner","Alightings",NA
"11565","Sunday",2010-04-25,1058.5,"banner","Alightings",NA
"11566","Monday",2010-04-26,1616,"banner","Alightings",NA
"11567","Tuesday",2010-04-27,1847,"banner","Alightings",NA
"11568","Wednesday",2010-04-28,1728.5,"banner","Alightings",NA
"11569","Thursday",2010-04-29,1746.5,"banner","Alightings",NA
"11570","Friday",2010-04-30,2223,"banner","Alightings",NA
"11571","Saturday",2010-05-01,2415,"banner","Alightings",NA
"11572","Sunday",2010-05-02,1172.5,"banner","Alightings",NA
"11573","Monday",2010-05-03,1616,"banner","Alightings",NA
"11574","Tuesday",2010-05-04,1649.5,"banner","Alightings",NA
"11575","Wednesday",2010-05-05,1705,"banner","Alightings",NA
"11576","Thursday",2010-05-06,1826.5,"banner","Alightings",NA
"11577","Friday",2010-05-07,2217,"banner","Alightings",NA
"11578","Saturday",2010-05-08,1818,"banner","Alightings",NA
"11579","Sunday",2010-05-09,991,"banner","Alightings",NA
"11580","Monday",2010-05-10,1728,"banner","Alightings",NA
"11581","Tuesday",2010-05-11,1664.5,"banner","Alightings",NA
"11582","Wednesday",2010-05-12,1861,"banner","Alightings",NA
"11583","Thursday",2010-05-13,1840.5,"banner","Alightings",NA
"11584","Friday",2010-05-14,2536,"banner","Alightings",NA
"11585","Saturday",2010-05-15,1998,"banner","Alightings",NA
"11586","Sunday",2010-05-16,1056,"banner","Alightings",NA
"11587","Monday",2010-05-17,1932.5,"banner","Alightings",NA
"11588","Tuesday",2010-05-18,1622,"banner","Alightings",NA
"11589","Wednesday",2010-05-19,1822,"banner","Alightings",NA
"11590","Thursday",2010-05-20,2153,"banner","Alightings",NA
"11591","Friday",2010-05-21,2541,"banner","Alightings",NA
"11592","Saturday",2010-05-22,1549,"banner","Alightings",NA
"11593","Sunday",2010-05-23,1018,"banner","Alightings",NA
"11594","Monday",2010-05-24,1660,"banner","Alightings",NA
"11595","Tuesday",2010-05-25,1758,"banner","Alightings",NA
"11596","Wednesday",2010-05-26,2077.5,"banner","Alightings",NA
"11597","Thursday",2010-05-27,2190,"banner","Alightings",NA
"11598","Friday",2010-05-28,2249,"banner","Alightings",NA
"11599","Saturday",2010-05-29,1722.5,"banner","Alightings",NA
"11600","Sunday",2010-05-30,1370.5,"banner","Alightings",NA
"11601","Monday",2010-05-31,1466.5,"banner","Alightings",NA
"11602","Tuesday",2010-06-01,1912,"banner","Alightings",NA
"11603","Wednesday",2010-06-02,1846,"banner","Alightings",NA
"11604","Thursday",2010-06-03,2042.5,"banner","Alightings",NA
"11605","Friday",2010-06-04,2024.5,"banner","Alightings",NA
"11606","Saturday",2010-06-05,1842.5,"banner","Alightings",NA
"11607","Sunday",2010-06-06,965,"banner","Alightings",NA
"11608","Monday",2010-06-07,3072.5,"banner","Alightings",NA
"11609","Tuesday",2010-06-08,3681,"banner","Alightings",NA
"11610","Wednesday",2010-06-09,3368,"banner","Alightings",NA
"11611","Thursday",2010-06-10,4146.5,"banner","Alightings",NA
"11612","Friday",2010-06-11,5213,"banner","Alightings",NA
"11613","Saturday",2010-06-12,4143,"banner","Alightings",NA
"11614","Sunday",2010-06-13,2698,"banner","Alightings",NA
"11615","Monday",2010-06-14,4047.5,"banner","Alightings",NA
"11616","Tuesday",2010-06-15,4036.5,"banner","Alightings",NA
"11617","Wednesday",2010-06-16,3363,"banner","Alightings",NA
"11618","Thursday",2010-06-17,3655,"banner","Alightings",NA
"11619","Friday",2010-06-18,4199,"banner","Alightings",NA
"11620","Saturday",2010-06-19,3848,"banner","Alightings",NA
"11621","Sunday",2010-06-20,2681.5,"banner","Alightings",NA
"11622","Monday",2010-06-21,3759,"banner","Alightings",NA
"11623","Tuesday",2010-06-22,4298,"banner","Alightings",NA
"11624","Wednesday",2010-06-23,4660,"banner","Alightings",NA
"11625","Thursday",2010-06-24,4596,"banner","Alightings",NA
"11626","Friday",2010-06-25,6117.5,"banner","Alightings",NA
"11627","Saturday",2010-06-26,4447,"banner","Alightings",NA
"11628","Sunday",2010-06-27,3104,"banner","Alightings",NA
"11629","Monday",2010-06-28,4237,"banner","Alightings",NA
"11630","Tuesday",2010-06-29,4403.5,"banner","Alightings",NA
"11631","Wednesday",2010-06-30,3963.5,"banner","Alightings",NA
"11632","Thursday",2010-07-01,4978.5,"banner","Alightings",NA
"11633","Friday",2010-07-02,5516,"banner","Alightings",NA
"11634","Saturday",2010-07-03,4996,"banner","Alightings",NA
"11635","Sunday",2010-07-04,4080,"banner","Alightings",NA
"11636","Monday",2010-07-05,3618,"banner","Alightings",NA
"11637","Tuesday",2010-07-06,4415.5,"banner","Alightings",NA
"11638","Wednesday",2010-07-07,4937.5,"banner","Alightings",NA
"11639","Thursday",2010-07-08,5354,"banner","Alightings",NA
"11640","Friday",2010-07-09,5941,"banner","Alightings",NA
"11641","Saturday",2010-07-10,4076.5,"banner","Alightings",NA
"11642","Sunday",2010-07-11,3775.5,"banner","Alightings",NA
"11643","Monday",2010-07-12,4558,"banner","Alightings",NA
"11644","Tuesday",2010-07-13,5144.5,"banner","Alightings",NA
"11645","Wednesday",2010-07-14,4471,"banner","Alightings",NA
"11646","Thursday",2010-07-15,5256,"banner","Alightings",NA
"11647","Friday",2010-07-16,4994,"banner","Alightings",NA
"11648","Saturday",2010-07-17,5075.5,"banner","Alightings",NA
"11649","Sunday",2010-07-18,3376,"banner","Alightings",NA
"11650","Monday",2010-07-19,4532,"banner","Alightings",NA
"11651","Tuesday",2010-07-20,4473.5,"banner","Alightings",NA
"11652","Wednesday",2010-07-21,5312,"banner","Alightings",NA
"11653","Thursday",2010-07-22,5224.5,"banner","Alightings",NA
"11654","Friday",2010-07-23,6081,"banner","Alightings",NA
"11655","Saturday",2010-07-24,4449.5,"banner","Alightings",NA
"11656","Sunday",2010-07-25,3281.5,"banner","Alightings",NA
"11657","Monday",2010-07-26,5458.5,"banner","Alightings",NA
"11658","Tuesday",2010-07-27,5644.5,"banner","Alightings",NA
"11659","Wednesday",2010-07-28,5809,"banner","Alightings",NA
"11660","Thursday",2010-07-29,5280.5,"banner","Alightings",NA
"11661","Friday",2010-07-30,6617,"banner","Alightings",NA
"11662","Saturday",2010-07-31,5223,"banner","Alightings",NA
"11663","Sunday",2010-08-01,3746.5,"banner","Alightings",NA
"11664","Monday",2010-08-02,5011,"banner","Alightings",NA
"11665","Tuesday",2010-08-03,5267,"banner","Alightings",NA
"11666","Wednesday",2010-08-04,4936,"banner","Alightings",NA
"11667","Thursday",2010-08-05,5535,"banner","Alightings",NA
"11668","Friday",2010-08-06,6576.5,"banner","Alightings",NA
"11669","Saturday",2010-08-07,5535,"banner","Alightings",NA
"11670","Sunday",2010-08-08,3906,"banner","Alightings",NA
"11671","Monday",2010-08-09,4950.5,"banner","Alightings",NA
"11672","Tuesday",2010-08-10,4177,"banner","Alightings",NA
"11673","Wednesday",2010-08-11,5577,"banner","Alightings",NA
"11674","Thursday",2010-08-12,5256,"banner","Alightings",NA
"11675","Friday",2010-08-13,6900,"banner","Alightings",NA
"11676","Saturday",2010-08-14,5095,"banner","Alightings",NA
"11677","Sunday",2010-08-15,5279,"banner","Alightings",NA
"11678","Monday",2010-08-16,7030,"banner","Alightings",NA
"11679","Tuesday",2010-08-17,4980,"banner","Alightings",NA
"11680","Wednesday",2010-08-18,4484,"banner","Alightings",NA
"11681","Thursday",2010-08-19,4011,"banner","Alightings",NA
"11682","Friday",2010-08-20,5092,"banner","Alightings",NA
"11683","Saturday",2010-08-21,5185,"banner","Alightings",NA
"11684","Sunday",2010-08-22,4208,"banner","Alightings",NA
"11685","Monday",2010-08-23,5961,"banner","Alightings",NA
"11686","Tuesday",2010-08-24,6003,"banner","Alightings",NA
"11687","Wednesday",2010-08-25,4260,"banner","Alightings",NA
"11688","Thursday",2010-08-26,5420,"banner","Alightings",NA
"11689","Friday",2010-08-27,5050,"banner","Alightings",NA
"11690","Saturday",2010-08-28,4624,"banner","Alightings",NA
"11691","Sunday",2010-08-29,3587,"banner","Alightings",NA
"11692","Monday",2010-08-30,5594,"banner","Alightings",NA
"11693","Tuesday",2010-08-31,5665,"banner","Alightings",NA
"11694","Wednesday",2010-09-01,6191,"banner","Alightings",NA
"11695","Thursday",2010-09-02,6098,"banner","Alightings",NA
"11696","Friday",2010-09-03,6096,"banner","Alightings",NA
"11697","Saturday",2010-09-04,6396,"banner","Alightings",NA
"11698","Sunday",2010-09-05,4398,"banner","Alightings",NA
"11699","Monday",2010-09-06,4333,"banner","Alightings",NA
"11700","Tuesday",2010-09-07,5699,"banner","Alightings",NA
"11701","Wednesday",2010-09-08,5051,"banner","Alightings",NA
"11702","Thursday",2010-09-09,5030,"banner","Alightings",NA
"11703","Friday",2010-09-10,6180,"banner","Alightings",NA
"11704","Saturday",2010-09-11,4968,"banner","Alightings",NA
"11705","Sunday",2010-09-12,2762,"banner","Alightings",NA
"11706","Monday",2010-09-13,5134,"banner","Alightings",NA
"11707","Tuesday",2010-09-14,5019,"banner","Alightings",NA
"11708","Wednesday",2010-09-15,5177,"banner","Alightings",NA
"11709","Thursday",2010-09-16,4764,"banner","Alightings",NA
"11710","Friday",2010-09-17,5020,"banner","Alightings",NA
"11711","Saturday",2010-09-18,5885,"banner","Alightings",NA
"11712","Sunday",2010-09-19,3805,"banner","Alightings",NA
"11713","Monday",2010-09-20,5133,"banner","Alightings",NA
"11714","Tuesday",2010-09-21,4691,"banner","Alightings",NA
"11715","Wednesday",2010-09-22,4709,"banner","Alightings",NA
"11716","Thursday",2010-09-23,4936,"banner","Alightings",NA
"11717","Friday",2010-09-24,5694,"banner","Alightings",NA
"11718","Saturday",2010-09-25,5024,"banner","Alightings",NA
"11719","Sunday",2010-09-26,3525,"banner","Alightings",NA
"11720","Monday",2010-09-27,5163,"banner","Alightings",NA
"11721","Tuesday",2010-09-28,5618,"banner","Alightings",NA
"11722","Wednesday",2010-09-29,5220,"banner","Alightings",NA
"11723","Thursday",2010-09-30,4640,"banner","Alightings",NA
"11724","Friday",2010-10-01,7128,"banner","Alightings",NA
"11725","Saturday",2010-10-02,6018,"banner","Alightings",NA
"11726","Sunday",2010-10-03,3576,"banner","Alightings",NA
"11727","Monday",2010-10-04,4051,"banner","Alightings",NA
"11728","Tuesday",2010-10-05,4617,"banner","Alightings",NA
"11729","Wednesday",2010-10-06,5341,"banner","Alightings",NA
"11730","Thursday",2010-10-07,5473,"banner","Alightings",NA
"11731","Friday",2010-10-08,6439,"banner","Alightings",NA
"11732","Saturday",2010-10-09,5577.5,"banner","Alightings",NA
"11733","Sunday",2010-10-10,3574,"banner","Alightings",NA
"11734","Monday",2010-10-11,5459,"banner","Alightings",NA
"11735","Tuesday",2010-10-12,5502,"banner","Alightings",NA
"11736","Wednesday",2010-10-13,4579,"banner","Alightings",NA
"11737","Thursday",2010-10-14,4295,"banner","Alightings",NA
"11738","Friday",2010-10-15,5912,"banner","Alightings",NA
"11739","Saturday",2010-10-16,4119,"banner","Alightings",NA
"11740","Sunday",2010-10-17,3015,"banner","Alightings",NA
"11741","Monday",2010-10-18,4561.5,"banner","Alightings",NA
"11742","Tuesday",2010-10-19,5036.5,"banner","Alightings",NA
"11743","Wednesday",2010-10-20,5080,"banner","Alightings",NA
"11744","Thursday",2010-10-21,5594,"banner","Alightings",NA
"11745","Friday",2010-10-22,6693.5,"banner","Alightings",NA
"11746","Saturday",2010-10-23,5155.5,"banner","Alightings",NA
"11747","Sunday",2010-10-24,3909.5,"banner","Alightings",NA
"11748","Monday",2010-10-25,5752,"banner","Alightings",NA
"11749","Tuesday",2010-10-26,5688.5,"banner","Alightings",NA
"11750","Wednesday",2010-10-27,5683,"banner","Alightings",NA
"11751","Thursday",2010-10-28,5973.5,"banner","Alightings",NA
"11752","Friday",2010-10-29,5593.5,"banner","Alightings",NA
"11753","Saturday",2010-10-30,4936.5,"banner","Alightings",NA
"11754","Sunday",2010-10-31,3584.5,"banner","Alightings",NA
"11755","Monday",2010-11-01,4918,"banner","Alightings",NA
"11756","Tuesday",2010-11-02,4361.5,"banner","Alightings",NA
"11757","Wednesday",2010-11-03,4507,"banner","Alightings",NA
"11758","Thursday",2010-11-04,4087.5,"banner","Alightings",NA
"11759","Friday",2010-11-05,5484,"banner","Alightings",NA
"11760","Saturday",2010-11-06,4636.5,"banner","Alightings",NA
"11761","Sunday",2010-11-07,2795.5,"banner","Alightings",NA
